ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-195277,Source2,2,2016-12-07 08:47:08,2016-12-07 09:16:55,42.388424,-71.000488,,,0.01,Accident on Bennington St near Walley St.,Bennington St,Boston,Suffolk,MA,02128-1259,US,US/Eastern,KBOS,2016-12-07 08:31:00,37.0,31.0,96.0,29.99,3.0,NW,8.1,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-195394,Source2,3,2016-12-08 05:45:26,2016-12-08 06:15:08,42.346813,-71.039169,,,0.01,Accident on I-90 Ted Williams Tunl Eastbound at Massport Haul Rd.,Ted Williams Tunnel,Boston,Suffolk,MA,02210,US,US/Eastern,KBOS,2016-12-08 05:54:00,34.0,28.8,92.0,29.95,10.0,SSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-195427,Source2,3,2016-12-08 07:44:32,2016-12-08 08:14:11,42.367737,-71.062263,,,0.01,Left lane blocked due to multi-vehicle accident on 93 Southbound before O'Neill Tunnel.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2016-12-08 07:54:00,37.0,31.0,89.0,29.94,10.0,SW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-195444,Source2,3,2016-12-08 08:42:11,2016-12-08 09:11:44,42.361767,-71.055298,,,0.01,Left lane closed due to accident on 93 O'Neill Tunnel Southbound before Callahan Tunnel.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2016-12-08 08:54:00,39.0,33.4,86.0,29.93,10.0,SW,8.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-195471,Source2,3,2016-12-08 10:44:49,2016-12-08 11:14:40,42.361767,-71.055298,,,0.01,Accident on I-93 Southbound near Exit 24B-A Callahan Tunnel.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2016-12-08 10:54:00,41.0,35.2,73.0,29.88,10.0,West,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-195568,Source2,2,2016-12-09 05:41:59,2016-12-09 06:11:35,42.367451,-71.06163000000002,,,0.01,Multi-vehicle accident on MA-28 Storrow Dr Westbound after 93.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2016-12-09 05:54:00,32.0,21.6,56.0,29.88,10.0,West,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-195569,Source2,3,2016-12-09 05:44:44,2016-12-09 06:14:33,42.330338,-71.061356,,,0.73,Accident on Expressway Northbound between Columbia Rd and Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2016-12-09 05:54:00,32.0,21.6,56.0,29.88,10.0,West,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-195633,Source2,2,2016-12-09 09:59:03,2016-12-09 10:28:55,42.351574,-71.089836,,,0.01,Middle lane blocked due to accident on Storrow Dr Westbound before Charlesgate.,Storrow Dr,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2016-12-09 09:54:00,34.0,23.0,44.0,29.96,10.0,WNW,18.4,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-195651,Source2,3,2016-12-09 11:12:16,2016-12-09 11:42:08,42.330338,-71.061356,,,0.01,Accident on I-93 Northbound before Exit 16 Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2016-12-09 10:54:00,35.1,23.0,40.0,29.96,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-195774,Source2,3,2016-12-11 13:42:52,2016-12-11 14:27:32,42.346416,-71.060837,,,0.01,Slow traffic due to accident on I-93 Northbound at I-90.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2016-12-11 13:54:00,33.1,23.9,40.0,30.45,10.0,SW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-195860,Source2,2,2016-12-12 06:26:26,2016-12-12 06:56:10,42.37999,-71.025421,,,0.01,Accident a pedestrian involved on Bennington St near MA-145 Neptune Rd.,Coughlin Bypass Rd,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2016-12-12 06:11:00,37.0,29.8,100.0,29.97,9.0,SE,10.4,0.02,Light Rain,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Day,Day
A-195878,Source2,2,2016-12-12 06:57:16,2016-12-12 07:27:04,42.337677,-71.09560400000002,,,0.01,Accident a bus involved on MA-9 Huntington Ave at Louis Prang St.,Huntington Ave,Boston,Suffolk,MA,02115-5619,US,US/Eastern,KBOS,2016-12-12 06:54:00,37.9,32.1,100.0,29.91,9.0,SSE,8.1,0.07,Light Rain,False,False,True,False,False,False,True,False,True,False,False,True,False,Night,Day,Day,Day
A-195941,Source2,2,2016-12-12 08:50:14,2016-12-12 09:20:02,42.332542,-71.111176,,,0.01,Accident on MA-9 Huntington Ave near Colburn St.,Huntington Ave,Boston,Suffolk,MA,02115-2302,US,US/Eastern,KBOS,2016-12-12 08:54:00,39.0,34.8,100.0,29.81,5.0,SSE,5.8,0.09,Light Rain,True,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-195958,Source2,2,2016-12-12 09:27:06,2016-12-12 09:56:53,42.349072,-71.063919,,,0.01,Accident on Washington St near Nassau St.,Washington St,Boston,Suffolk,MA,02111-1519,US,US/Eastern,KBOS,2016-12-12 09:11:00,39.0,34.8,100.0,29.8,4.0,SW,5.8,0.02,Rain,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196106,Source2,3,2016-12-13 07:51:16,2016-12-13 08:20:49,42.346416,-71.060837,,,0.01,Accident on 93 O'Neill Tunnel Southbound from I-90 Massachusetts Turnpike.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2016-12-13 07:54:00,35.1,26.4,61.0,30.1,10.0,West,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196136,Source2,3,2016-12-13 08:37:10,2016-12-13 09:05:44,42.346416,-71.060837,,,0.01,Right lane blocked due to accident on I-90 Massachusetts Tpke Eastbound at Expressway.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2016-12-13 08:54:00,37.0,29.3,54.0,30.12,10.0,West,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196137,Source2,2,2016-12-13 08:38:16,2016-12-13 09:07:54,42.354084,-71.05864,,,0.01,Accident on Otis St near Summer St.,Summer St,Boston,Suffolk,MA,02110-1607,US,US/Eastern,KBOS,2016-12-13 08:54:00,37.0,29.3,54.0,30.12,10.0,West,11.5,,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-196244,Source2,2,2016-12-13 18:47:52,2016-12-13 19:47:52,42.365757,-71.060677,,,0.15,Accident on Causeway St between Medford St and Legends Way.,Legends Way,Boston,Suffolk,MA,02114-1309,US,US/Eastern,KBOS,2016-12-13 18:54:00,37.9,31.5,62.0,30.07,10.0,South,9.2,,Overcast,True,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Night,Night
A-196308,Source2,3,2016-12-14 07:55:20,2016-12-14 08:24:22,42.346416,-71.060837,,,0.67,Left lane blocked due to accident on 93 Northbound from Mass Avenue Connector to O'Neill Tunnel Entrance.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2016-12-14 07:54:00,36.0,29.0,76.0,29.92,10.0,WNW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196593,Source2,2,2016-12-15 18:01:48,2016-12-15 19:00:59,42.353352,-71.082817,,,0.01,Accident on Storrow Dr Eastbound around MA-2A Massachusetts Ave.,Storrow Dr,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2016-12-15 17:54:00,19.9,5.2,26.0,29.84,10.0,West,17.3,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-196659,Source2,2,2016-12-16 07:40:39,2016-12-16 08:10:29,42.365932,-71.033005,,,0.0,Accident a pedestrian involved on Sumner St at Lamson St.,Lamson St,Boston,Suffolk,MA,02128-2212,US,US/Eastern,KBOS,2016-12-16 07:54:00,3.9,-14.3,39.0,30.34,10.0,WNW,15.0,,Partly Cloudy,False,False,True,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-196680,Source2,3,2016-12-16 08:46:45,2016-12-16 09:16:27,42.33840900000001,-71.06424,,,0.01,Multi-vehicle accident on Expressway Northbound near Mass Avenue Connector.,I-93 N,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2016-12-16 08:54:00,6.1,-10.9,34.0,30.37,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196702,Source2,2,2016-12-16 10:59:48,2016-12-16 11:29:41,42.32953300000001,-71.03520999999998,,,0.01,Accident on Columbia Rd at L St.,Columbia Rd,Boston,Suffolk,MA,02127-4250,US,US/Eastern,KBOS,2016-12-16 10:54:00,10.0,-4.5,29.0,30.4,10.0,NW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-197017,Source2,2,2016-12-19 15:46:59,2016-12-19 17:15:10,42.343346,-71.085762,,,0.01,Accident on Massachusetts Ave at Westland Ave.,Massachusetts Ave,Boston,Suffolk,MA,02115-3508,US,US/Eastern,KBOS,2016-12-19 15:54:00,21.9,12.5,29.0,30.72,10.0,NNW,8.1,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-197105,Source2,2,2016-12-20 07:59:09,2016-12-20 08:28:56,42.332527,-71.072128,,,0.01,Accident on Massachusetts Ave near Melnea Cass Blvd.,Massachusetts Ave,Boston,Suffolk,MA,02118-2605,US,US/Eastern,KBOS,2016-12-20 07:54:00,19.0,10.0,47.0,30.6,10.0,WNW,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-197145,Source2,2,2016-12-20 09:26:58,2016-12-20 09:56:50,42.337982,-71.057022,,,0.01,Accident on Dorchester Ave at Old Colony Ave.,Dorchester Ave,Boston,Suffolk,MA,02127,US,US/Eastern,KBOS,2016-12-20 09:54:00,24.1,16.0,40.0,30.58,10.0,WNW,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,True,True,False,True,False,Day,Day,Day,Day
A-197156,Source2,2,2016-12-20 09:50:14,2016-12-20 10:20:06,42.36623400000001,-71.067337,,,0.01,Accident on Martha Rd at Whittier Pl.,Martha Rd,Boston,Suffolk,MA,02114-1200,US,US/Eastern,KBOS,2016-12-20 09:54:00,24.1,16.0,40.0,30.58,10.0,WNW,6.9,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-197162,Source2,2,2016-12-20 10:38:32,2016-12-20 11:08:18,42.350666,-71.075188,,,0.12,Accident on Boylston St Eastbound between Dartmouth St and MA-28 Clarendon St.,Clarendon St,Boston,Suffolk,MA,02116-3702,US,US/Eastern,KBOS,2016-12-20 10:54:00,28.0,,39.0,30.53,10.0,Calm,,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-197283,Source2,2,2016-12-21 07:46:10,2016-12-21 08:15:53,42.348495,-71.04160300000002,,,0.01,Accident on Seaport Ln at Congress St.,Seaport Ln,Boston,Suffolk,MA,02210,US,US/Eastern,KBOS,2016-12-21 07:54:00,30.0,20.5,56.0,30.09,10.0,SW,11.5,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-197442,Source2,3,2016-12-22 07:14:15,2016-12-22 07:43:41,42.367451,-71.06163000000002,,,0.01,Accident on 93 O'Neill Tunnel Northbound before MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2016-12-22 06:54:00,32.0,26.4,69.0,30.09,10.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-197484,Source2,2,2016-12-22 10:09:46,2016-12-22 10:39:38,42.33445,-71.07576,,,0.01,Accident on Northampton St at Harrison Ave.,Northampton St,Boston,Suffolk,MA,02118-4013,US,US/Eastern,KBOS,2016-12-22 09:54:00,36.0,29.6,62.0,30.05,10.0,SSE,8.1,0.0,Light Rain,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-197849,Source2,3,2016-12-26 01:59:38,2016-12-26 02:59:21,42.347404,-71.060516,,,0.01,Accident on I-93 Southbound near I-90.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2016-12-26 01:54:00,26.1,16.2,47.0,30.78,10.0,NNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-197908,Source2,2,2016-12-27 06:49:11,2016-12-27 07:18:49,42.339478,-71.108276,,,0.0,Accident on Pilgrim Rd at Longwood Ave.,Longwood Ave,Boston,Suffolk,MA,02215-5300,US,US/Eastern,KBOS,2016-12-27 06:54:00,55.9,,87.0,29.7,10.0,SW,29.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-197911,Source3,3,2016-12-27 07:03:04,2016-12-27 07:31:27,42.3354,-71.06546,,,0.01,Accident on 93 Northbound at Exits 18 20 Frontage Rd.,Mass Avenue Connector,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2016-12-27 06:54:00,55.9,,87.0,29.7,10.0,SW,29.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-198025,Source2,3,2016-12-27 17:07:58,2016-12-27 17:36:36,42.367451,-71.06163000000002,,,0.01,Multi-vehicle accident on I-93 Southbound near Exit 26 MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2016-12-27 16:54:00,48.0,,48.0,29.76,10.0,NW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-198057,Source2,2,2016-12-27 21:56:31,2016-12-27 22:26:31,42.371052,-71.037437,,,0.01,Accident on Chelsea St Northbound at Emmons St.,Chelsea St,Boston,Suffolk,MA,02128-1935,US,US/Eastern,KBOS,2016-12-27 21:54:00,39.9,31.8,60.0,29.86,10.0,West,15.0,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-198313,Source2,2,2016-12-29 15:50:03,2016-12-29 16:50:00,42.351574,-71.089836,,,0.01,Accident on Storrow Dr Eastbound around MA-2A Massachusetts Ave.,Storrow Dr,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2016-12-29 15:54:00,39.9,32.9,97.0,29.61,7.0,SE,11.5,0.05,Light Rain,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-198375,Source2,2,2016-12-30 07:40:38,2016-12-30 08:10:25,42.326511,-71.066612,,,0.01,Accident on Massachusetts Ave near Newmarket Sq.,Massachusetts Ave,Boston,Suffolk,MA,02118-2617,US,US/Eastern,KBOS,2016-12-30 07:54:00,35.1,24.8,70.0,29.42,10.0,WSW,17.3,,Partly Cloudy,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-198384,Source2,2,2016-12-30 08:14:28,2016-12-30 08:44:18,42.351574,-71.089836,,,0.01,Accident on Storrow Dr Eastbound before MA-2A Massachusetts Ave.,Storrow Dr,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2016-12-30 07:54:00,35.1,24.8,70.0,29.42,10.0,WSW,17.3,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-198414,Source2,2,2016-12-30 10:28:53,2016-12-30 10:58:45,42.335442,-71.074516,,,0.01,Accident on Springfield St at Harrison Ave.,E Springfield St,Boston,Suffolk,MA,02118-3301,US,US/Eastern,KBOS,2016-12-30 10:54:00,39.0,30.3,60.0,29.48,10.0,WSW,16.1,,Partly Cloudy,True,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-198432,Source2,2,2016-12-30 11:52:49,2016-12-30 12:22:43,42.350269,-71.091606,,,0.01,Accident on Charlesgate at Beacon St.,Charlesgate E,Boston,Suffolk,MA,02215-2325,US,US/Eastern,KBOS,2016-12-30 11:54:00,39.9,30.2,55.0,29.47,10.0,WSW,20.7,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-198572,Source2,3,2017-01-02 19:12:53,2017-01-02 20:10:54,42.355179,-71.051949,,,0.01,Partially blocked and queueing traffic due to serious accident on I-93 Northbound at TIP O'neil Tunnel.,Oliver St,Boston,Suffolk,MA,02110-2706,US,US/Eastern,KBOS,2017-01-02 18:54:00,39.9,33.9,83.0,30.48,10.0,ESE,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-198578,Source2,3,2017-01-02 21:28:25,2017-01-02 21:58:05,42.346416,-71.060837,,,0.01,Accident on I-93 Northbound at I-90.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2017-01-02 21:54:00,41.0,35.8,79.0,30.42,10.0,East,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-198591,Source2,2,2017-01-03 06:28:07,2017-01-03 06:58:00,42.361164,-71.06693299999998,,,0.0,Accident on Blossom St at Cambridge St.,Cambridge St,Boston,Suffolk,MA,02114-3122,US,US/Eastern,KBOS,2017-01-03 06:49:00,42.8,34.5,81.0,30.24,10.0,East,18.4,,Overcast,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-198792,Source2,2,2017-01-05 07:01:27,2017-01-05 07:31:16,42.337181,-71.068314,,,0.01,Accident on Albany St near Canton St.,Albany St,Boston,Suffolk,MA,02118-2516,US,US/Eastern,KBOS,2017-01-05 06:54:00,27.0,13.9,51.0,29.8,10.0,West,18.4,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-198829,Source2,2,2017-01-05 09:18:35,2017-01-05 09:48:24,42.33309600000001,-71.112404,,,0.01,Accident on Riverway near Jamaicaway.,Riverway,Boston,Suffolk,MA,02115-6400,US,US/Eastern,KBOS,2017-01-05 08:54:00,28.0,15.3,51.0,29.86,10.0,WSW,18.4,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-198842,Source2,3,2017-01-05 10:32:15,2017-01-05 11:02:05,42.361767,-71.055298,,,0.01,Accident on I-93 Southbound before Exit 24B-A Callahan Tunnel.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-01-05 10:54:00,30.0,17.5,41.0,29.86,10.0,West,19.6,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-198846,Source2,2,2017-01-05 11:22:31,2017-01-05 11:52:24,42.381252,-71.025574,,,0.01,Accident on Chelsea St near Eagle St.,E Eagle St,Boston,Suffolk,MA,02128-2572,US,US/Eastern,KBOS,2017-01-05 10:54:00,30.0,17.5,41.0,29.86,10.0,West,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-198926,Source2,2,2017-01-06 05:42:15,2017-01-06 06:11:56,42.391342,-71.013245,,,0.01,Accident on MA-1A William F McClellan Hwy Southbound before Boardman St.,William F McClellan Hwy,Boston,Suffolk,MA,02128-1173,US,US/Eastern,KBOS,2017-01-06 05:54:00,27.0,19.5,75.0,29.97,5.0,SSW,6.9,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-198993,Source2,3,2017-01-06 08:54:25,2017-01-06 09:24:14,42.335129,-71.064987,,,0.01,Accident on Expressway Northbound after Mass Avenue Connector.,Frontage Rd,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-01-06 08:54:00,26.1,19.4,92.0,30.02,2.0,NW,5.8,0.02,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-199304,Source2,3,2017-01-09 08:09:06,2017-01-09 08:38:45,42.367451,-71.06163000000002,,,0.01,Accident on 93 O'Neill Tunnel Southbound near MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-01-09 07:54:00,10.9,-4.1,59.0,30.67,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-199390,Source2,3,2017-01-09 11:01:43,2017-01-09 11:31:34,42.366596,-71.060997,,,0.01,Accident on I-93 Southbound after Exit 26 MA-28 Storrow Dr.,US-1 S,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-01-09 10:54:00,15.1,1.1,47.0,30.69,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-199398,Source2,2,2017-01-09 11:51:12,2017-01-09 12:20:54,42.361366,-71.072342,,,0.01,Accident on MA-28 Storrow Dr Eastbound after MA-3.,Cambridge St,Boston,Suffolk,MA,02114-3110,US,US/Eastern,KBOS,2017-01-09 11:54:00,16.0,6.3,47.0,30.67,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-199549,Source2,3,2017-01-10 07:21:24,2017-01-10 07:51:07,42.330338,-71.061356,,,0.01,Accident on Expressway Northbound at Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-01-10 06:54:00,21.0,13.4,60.0,30.67,10.0,WNW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
